Yes-No-Yes-Yes-No,0
No-No-Yes-Yes-No,1
No-No-Yes-Yes-No,2
No-No-Yes-Yes-No,3
Yes-Yes-Yes-No-No,4
Yes-No-Yes-No-No,5
Yes-No-Yes-No-Yes,6
No-Yes-Yes-No-No,7
Yes-Yes-Yes-No-No,8
No-No-Yes-Yes-Yes,9
No-No-Yes-No-Yes,10
No-Yes-No-Yes-Yes,11
No-Yes-Yes-Yes-No,12
Yes-No-No-Yes-Yes,13
No-Yes-Yes-Yes-No,14
No-Yes-No-No-Yes,15
Yes-No-No-No-Yes,16
No-No-Yes-Yes-No,17
Yes-No-Yes-Yes-Yes,18
No-Yes-No-Yes-No,19
No-No-Yes-No-No,20
No-No-Yes-Yes-Yes,21
Yes-Yes-Yes-Yes-No,22
No-No-No-Yes-No,23
Yes-No-No-Yes-No,24
Yes-Yes-Yes-No-No,25
No-No-Yes-No-Yes,26
Yes-Yes-Yes-Yes-Yes,27
Yes-Yes-Yes-Yes-Yes,28
No-No-Yes-Yes-Yes,29
Yes-Yes-Yes-Yes-No,30
No-Yes-Yes-Yes-Yes,31
Yes-No-No-No-No,32
No-No-No-No-Yes,33
Yes-No-Yes-Yes-No,34
No-No-Yes-Yes-No,35
No-No-No-Yes-Yes,36
Yes-No-Yes-Yes-No,37
Yes-Yes-No-No-No,38
Yes-No-No-No-No,39
Yes-Yes-No-Yes-Yes,40
Yes-No-No-Yes-No,41
No-Yes-No-Yes-Yes,42
No-Yes-Yes-No-No,43
No-Yes-No-Yes-Yes,44
No-Yes-No-Yes-Yes,45
Yes-Yes-Yes-No-Yes,46
No-Yes-Yes-No-No,47
No-No-No-Yes-No,48
Yes-Yes-Yes-No-No,49
Yes-No-Yes-No-Yes,50
Yes-No-No-No-No,51
Yes-Yes-No-No-No,52
Yes-No-Yes-No-No,53
Yes-Yes-Yes-No-No,54
Yes-Yes-No-No-No,55
No-No-Yes-Yes-Yes,56
Yes-Yes-Yes-Yes-Yes,57
Yes-Yes-No-No-Yes,58
No-No-No-No-No,59
Yes-No-No-Yes-No,60
No-Yes-No-No-No,61
No-No-Yes-No-Yes,62
Yes-Yes-No-Yes-No,63
Yes-Yes-No-No-Yes,64
No-No-No-Yes-No,65
No-No-Yes-No-No,66
No-Yes-No-No-Yes,67
Yes-No-Yes-Yes-No,68
Yes-No-Yes-No-Yes,69
No-No-No-Yes-Yes,70
Yes-No-No-No-No,71
No-Yes-No-Yes-No,72
Yes-Yes-No-No-No,73
Yes-Yes-Yes-Yes-Yes,74
Yes-Yes-Yes-Yes-No,75
No-No-Yes-No-Yes,76
Yes-Yes-No-Yes-Yes,77
Yes-Yes-No-Yes-No,78
No-No-No-No-Yes,79
No-Yes-No-No-Yes,80
Yes-Yes-Yes-No-Yes,81
No-No-Yes-No-Yes,82
No-No-No-No-No,83
No-Yes-Yes-Yes-No,84
No-No-Yes-No-No,85
No-No-Yes-No-No,86
No-Yes-No-Yes-No,87
No-Yes-No-Yes-No,88
No-No-Yes-No-Yes,89
No-No-Yes-Yes-Yes,90
Yes-No-No-Yes-No,91
No-Yes-Yes-Yes-Yes,92
No-No-Yes-Yes-Yes,93
No-Yes-No-No-Yes,94
No-No-Yes-No-Yes,95
No-No-No-No-No,96
No-Yes-No-Yes-Yes,97
No-Yes-Yes-Yes-Yes,98
Yes-No-No-Yes-Yes,99
Yes-No-Yes-Yes-No,100
Yes-No-Yes-No-Yes,101
No-No-No-No-Yes,102
Yes-No-Yes-Yes-Yes,103
No-Yes-Yes-Yes-Yes,104
No-Yes-Yes-No-Yes,105
Yes-No-Yes-No-Yes,106
No-No-Yes-No-No,107
No-No-Yes-Yes-Yes,108
No-Yes-Yes-No-Yes,109
No-No-Yes-Yes-No,110
Yes-No-No-No-No,111
No-No-No-Yes-No,112
Yes-No-Yes-No-No,113
Yes-No-Yes-No-Yes,114
No-No-No-No-No,115
Yes-Yes-No-Yes-Yes,116
No-Yes-Yes-No-Yes,117
Yes-No-Yes-Yes-No,118
Yes-Yes-No-Yes-Yes,119
No-Yes-Yes-Yes-No,120
No-Yes-No-Yes-No,121
No-Yes-Yes-No-No,122
No-No-No-No-No,123
No-Yes-No-Yes-Yes,124
No-Yes-No-Yes-Yes,125
No-No-No-Yes-No,126
Yes-No-No-No-No,127
No-Yes-No-No-Yes,128
No-No-Yes-Yes-Yes,129
Yes-Yes-No-No-Yes,130
No-No-No-Yes-No,131
Yes-Yes-Yes-No-No,132
No-Yes-No-Yes-No,133
Yes-Yes-No-No-No,134
Yes-No-Yes-No-No,135
No-No-Yes-No-No,136
Yes-Yes-Yes-No-No,137
Yes-No-Yes-Yes-No,138
No-No-No-Yes-Yes,139
No-No-No-Yes-No,140
No-Yes-No-No-Yes,141
No-Yes-No-Yes-Yes,142
No-No-No-No-No,143
Yes-Yes-Yes-Yes-No,144
No-No-Yes-No-Yes,145
Yes-No-Yes-No-No,146
Yes-No-Yes-Yes-No,147
Yes-Yes-Yes-Yes-Yes,148
No-No-Yes-Yes-No,149
No-Yes-No-Yes-Yes,150
No-Yes-No-No-No,151
No-Yes-No-No-No,152
No-No-No-No-No,153
No-Yes-No-No-No,154
No-No-No-Yes-Yes,155
Yes-No-No-No-Yes,156
No-Yes-Yes-No-No,157
Yes-Yes-No-No-No,158
No-No-Yes-No-Yes,159
Yes-Yes-Yes-No-No,160
Yes-No-Yes-No-Yes,161
No-Yes-No-No-Yes,162
No-No-No-No-Yes,163
Yes-No-Yes-No-Yes,164
Yes-No-Yes-No-Yes,165
No-No-Yes-No-Yes,166
Yes-No-No-Yes-Yes,167
No-Yes-Yes-Yes-Yes,168
Yes-No-Yes-No-Yes,169
No-No-No-No-No,170
Yes-No-No-Yes-Yes,171
No-Yes-Yes-Yes-Yes,172
No-Yes-No-No-No,173
No-Yes-Yes-No-Yes,174
Yes-Yes-No-No-No,175
Yes-Yes-Yes-Yes-No,176
Yes-Yes-No-No-Yes,177
Yes-Yes-Yes-No-No,178
No-Yes-No-Yes-No,179
No-No-No-Yes-No,180
No-No-Yes-Yes-Yes,181
Yes-Yes-No-No-Yes,182
No-Yes-Yes-No-Yes,183
Yes-Yes-Yes-No-Yes,184
Yes-No-Yes-Yes-Yes,185
Yes-Yes-No-No-Yes,186
Yes-No-No-No-No,187
Yes-Yes-Yes-Yes-Yes,188
Yes-Yes-No-Yes-Yes,189
No-No-Yes-Yes-No,190
Yes-Yes-Yes-No-No,191
No-Yes-No-No-No,192
No-No-Yes-Yes-No,193
No-No-Yes-No-No,194
No-Yes-No-Yes-No,195
Yes-Yes-Yes-No-Yes,196
No-Yes-Yes-Yes-No,197
Yes-Yes-Yes-No-No,198
Yes-No-No-Yes-No,199
Yes-Yes-No-No-No,200
Yes-Yes-No-No-Yes,201
Yes-Yes-Yes-No-Yes,202
Yes-Yes-No-Yes-No,203
No-No-Yes-No-Yes,204
Yes-No-Yes-Yes-No,205
No-Yes-No-Yes-No,206
No-No-Yes-No-No,207
Yes-Yes-No-Yes-Yes,208
Yes-No-No-Yes-Yes,209
No-Yes-Yes-No-Yes,210
Yes-Yes-No-Yes-No,211
Yes-Yes-Yes-Yes-Yes,212
No-Yes-Yes-No-No,213
Yes-Yes-Yes-Yes-No,214
Yes-No-Yes-No-Yes,215
No-Yes-No-Yes-No,216
No-Yes-Yes-No-No,217
Yes-Yes-Yes-No-No,218
Yes-Yes-Yes-Yes-Yes,219
Yes-No-No-No-Yes,220
No-Yes-Yes-Yes-No,221
Yes-No-No-No-No,222
No-Yes-Yes-No-Yes,223
Yes-No-Yes-No-No,224
Yes-No-No-No-No,225
Yes-No-Yes-No-Yes,226
Yes-Yes-Yes-No-No,227
Yes-Yes-No-No-No,228
No-No-Yes-Yes-No,229
Yes-No-No-Yes-No,230
Yes-Yes-Yes-No-Yes,231
Yes-No-Yes-Yes-No,232
No-Yes-No-Yes-Yes,233
No-Yes-No-No-Yes,234
No-No-No-No-No,235
Yes-Yes-Yes-No-No,236
Yes-Yes-Yes-Yes-Yes,237
Yes-No-Yes-Yes-No,238
No-Yes-Yes-No-Yes,239
Yes-No-No-No-No,240
Yes-Yes-Yes-No-No,241
Yes-No-Yes-Yes-Yes,242
No-Yes-Yes-Yes-No,243
No-No-Yes-No-Yes,244
Yes-Yes-Yes-No-Yes,245
Yes-Yes-Yes-No-Yes,246
No-Yes-No-Yes-Yes,247
No-Yes-No-Yes-Yes,248
No-No-Yes-No-No,249
Yes-No-Yes-Yes-No,250
No-Yes-No-Yes-No,251
No-No-No-No-No,252
Yes-Yes-Yes-Yes-No,253
No-Yes-No-Yes-Yes,254
Yes-No-No-Yes-Yes,255
No-Yes-Yes-Yes-Yes,256
No-No-Yes-Yes-Yes,257
No-No-No-Yes-No,258
Yes-No-Yes-No-No,259
Yes-Yes-Yes-No-No,260
Yes-Yes-Yes-Yes-No,261
No-Yes-Yes-No-No,262
Yes-No-No-No-Yes,263
Yes-Yes-Yes-No-Yes,264
No-Yes-Yes-No-Yes,265
